직업코드,직업 대분류명,직업 중분류명,직업 소분류명,하는일,되는길,관련 전공 코드,관련 전공명,관련자격증명,임금,직업만족도,일자리전망,일자리현황,업무수행능력,지식,업무환경,성격,흥미,직업 가치관,업무활동 중요도,업무활동 수준
817301,설치·정비·생산직,운송장비 조립원,선박조립원,"작업도면에 따라 건조된 선박에 가솔린, 디젤기관, 프로펠러, 펌프, 보일러, 조정장치 등 선박기계장치를 설치한다.  ","선박조립원은 취업 시 나이나 학력에 제한을 받지 않는 편이다. 간단한 수조립은 몇 시간에서 며칠간의 현장 교육으로 수행할 수 있지만, 자동조립라인이나 정밀조립은 공업계 고등학교에서 기계, 전기, 전자, 통신 관련 학과 등을 전공하면 업무에 도움이 될 수 있다.",,,"기계조립기능사, 산업기사(국가기술)/","조사년도:2021년, 임금 하위(25%) 3459만원, 평균(50%) 3918.4만원, 상위(25%) 4714만원",55.3,증가(0%) 현상유지(30%) 감소(70%),선박조립원,고장의 발견.수리(97)/장비의 유지(96)/움직임 통제(96)/작동 점검(95)/정교한 동작(94),기계(90)/상품 제조 및 공정(68)/공학과 기술(65)/운송(57)/물리(48),"온몸 진동 노출(100)/고지대 작업(99)/경미한 화상, 자상, 찔림 등 노출(97)/비좁은 업무 공간(96)/사물, 도구, 조종 장치를 다루기 위해 손사용(96)",성취/노력(33)/인내(31)/분석적 사고(28)/꼼꼼함(25)/독립성(24),관습형(Conventional)(46)/현실형(Realistic)(40),애국(74)/자율(23)/심신의 안녕(22)/경제적 보상(16)/고용안정(16),"기계장치 제어(99)/장치, 부품, 장비의 도면 작성, 배치, 지정(99)/차량, 기계, 장비 작동(99)/기계장비 유지 보수(99)/물건 조종, 운반(98)","차량, 기계, 장비 작동(99)/장치, 부품, 장비의 도면 작성, 배치, 지정(98)/기계장치 제어(98)/기계장비 유지 보수(98)/물건 조종, 운반(96)"
817101,설치·정비·생산직,운송장비 조립원,자동차조립원,자동차를 제작하기 위하여 자동차 차체에 조향장치등 각종 부속품을 조립한다.,자동차조립원으로 일하려면 일반적으로 고등학교 이상의 학력이 필요하다. 직업에서 필요한 기술은 정규 교육과정 및 훈련기관에서의 실무 훈련을 통해 취득한다. 동일한 생산 부문 내에서 직업 이동을 할 수 있으며 경력을 쌓은 후 감독직으로 진출할 수 있다.,15/11/,메카트로닉스(기전)공학과/자동차공학과/,"기계조립기능사, 산업기사(국가기술)/","조사년도:2021년, 임금 하위(25%) 4200만원, 평균(50%) 4972.8만원, 상위(25%) 8000만원",66.3,증가(6%) 현상유지(36%) 감소(56%),자동차조립원,움직임 통제(84)/정교한 동작(79)/장비의 유지(76)/작동 점검(76)/조작 및 통제(72),상품 제조 및 공정(97)/기계(87)/운송(67)/공학과 기술(65)/안전과 보안(57),자동화 정도(95)/마감시간(94)/서서 근무(93)/보호장비 착용(93)/온몸 진동 노출(89),꼼꼼함(11)/책임과 진취성(10)/사회성(10)/정직성(7)/스트레스 감내성(6),현실형(Realistic)(66)/예술형(Artistic)(41),경제적 보상(68)/고용안정(65)/애국(40)/심신의 안녕(39)/개인지향(34),"장치, 부품, 장비의 도면 작성, 배치, 지정(93)/차량, 기계, 장비 작동(92)/일반적인 신체활동(83)/기계장치 제어(83)/물건 조종, 운반(82)","장치, 부품, 장비의 도면 작성, 배치, 지정(89)/차량, 기계, 장비 작동(87)/기계장비 유지 보수(80)/장비, 건축물, 자재 검사(78)/기계장치 제어(78)"
817201,설치·정비·생산직,운송장비 조립원,자동차부품조립·검사원,"엔진, 도어, 타이어 등 자동차의 각 구성품을 조립한다.",자동차부분품조립원으로 일하려면 일반적으로 고등학교 이상의 학력이 필요하다. 직업에서 필요한 기술은 정규 교육과정 및 훈련기관에서의 실무 훈련을 통해 취득한다. 동일한 생산 부문 내에서 직업 이동을 할 수 있으며 경력을 쌓은 후 감독직으로 진출할 수 있다.,,,"금속재료시험기능사(국가기술)/기계조립기능사, 산업기사(국가기술)/","조사년도:2021년, 임금 하위(25%) 2950만원, 평균(50%) 3663만원, 상위(25%) 4662만원",59.5,증가(13%) 현상유지(20%) 감소(67%),자동차부품조립·검사원,품질관리분석(89)/움직임 통제(83)/정교한 동작(83)/고장의 발견.수리(83)/설치(81),상품 제조 및 공정(94)/기계(90)/운송(63)/공학과 기술(45)/생물(31),오염물질 노출(96)/온몸 진동 노출(94)/소음 노출(92)/보호장비 착용(83)/움직이는 기계(80),꼼꼼함(3)/정직성(2)/독립성(1)/분석적 사고(1)/혁신(1),현실형(Realistic)(37)/진취형(Enterprising)(27),인정(39)/경제적 보상(38)/애국(37)/심신의 안녕(35)/이타(34),"기계장치 제어(94)/장치, 부품, 장비의 도면 작성, 배치, 지정(93)/물건 조종, 운반(87)/기계장비 유지 보수(86)/장비, 건축물, 자재 검사(86)","장치, 부품, 장비의 도면 작성, 배치, 지정(94)/기계장치 제어(88)/기계장비 유지 보수(84)/물건 조종, 운반(81)/장비, 건축물, 자재 검사(77)"
821201,설치·정비·생산직,금속관련 기계·설비 조작원,금속가공기계조작원,제1차 형태의 금속제품을 제조하는 과정에서 단일 기능을 가진 기기를 조작하거나 전체 생산공정의 일부분에 해당되는 기기를 조작한다.,"특별한 학력은 필요하지 않지만, 공업계 고등학교나 직업전문학교에서 금속가공, 금속재료 관련 교육을 일정 기간 수료하면 취업에 유리하다. 공업계 고등학교는 금속과나 재료과 등에서 금속가공 등을 배울 수 있으며, 대학의 경우 신소재공학부, 재료공학부, 기계공학부 등에서 관련 이론과 함께 좀 더 폭넓은 지식을 공부할 수 있다. 사내 직업훈련원에서도 고등학교 졸업자를 대상으로 필요한 현장교육을 실시하는 등 해당 기능공을 양성하고 있다. 정밀가공 분야는 전문대 이상으로 Auto CAD/CAM,MCT, 5축 다면 가공 기술을 현장실습 위주로 교육받는 것이 현업 적응에 큰 도움이 된다. 이들은 주로 제철 및 제강업체, 압연, 압출, 연신 및 제관업체, 비철금속 제련 및 정련업체 등에서 근무한다.",,,금속재료시험기능사(국가기술)/압연기능사(국가기술)/열처리기능사(국가기술)/,"조사년도:2021년, 임금 하위(25%) 3500만원, 평균(50%) 3833.2만원, 상위(25%) 4200만원",57.8,증가(0%) 현상유지(33%) 감소(66%),금속가공기계조작원,조작 및 통제(96)/신체적 강인성(95)/장비의 유지(95)/움직임 통제(95)/작동 점검(94),상품 제조 및 공정(95)/기계(94)/안전과 보안(84)/공학과 기술(76)/물리(54),소음 노출(100)/온몸 진동 노출(99)/위험한 상태 노출(99)/오염물질 노출(99)/위험한 장비 노출(99),독립성(60)/신뢰성(42)/책임과 진취성(41)/협조(38)/사회성(37),현실형(Realistic)(56)/관습형(Conventional)(38),경제적 보상(60)/인정(48)/고용안정(43)/개인지향(34)/성취(33),"기계장치 제어(98)/물건 조종, 운반(97)/기계장비 유지 보수(96)/장치, 부품, 장비의 도면 작성, 배치, 지정(94)/차량, 기계, 장비 작동(93)","기계장치 제어(97)/물건 조종, 운반(96)/장치, 부품, 장비의 도면 작성, 배치, 지정(94)/차량, 기계, 장비 작동(94)/기계장비 유지 보수(93)"
821101,설치·정비·생산직,금속관련 기계·설비 조작원,금속가공제어장치조작원,"금속의 정련(불순물 제거해 순도를 높임), 제련(광석에서 금속을 추출)을 통해 철과 비철금속 등을 생산하기 위한 설비나 장치를 조작한다.","특별한 학력이 필요한 것은 아니다. 다만, 공업계 고등학교나 직업전문학교에서 금속가공, 금속재료 관련 교육을 일정 기간 수료하면 취업할 수 있다. 공업계 고등학교에서는 금속과나 재료과 등에서 금속가공 등을 배울 수 있으며, 대학의 경우 신소재공학부, 재료공학부, 기계공학부 등에서 관련 이론과 함께 좀 더 폭넓은 지식을 공부할 수 있다. 사내 직업훈련원에서도 고등학교 졸업자를 대상으로 필요한 현장교육을 실시하는 등 해당 기능공을 양성하고 있다. 설비구입 업체에 교육을 의뢰하여 설비 조작방법에 대한 지식을 습득할 필요가 있고, 컴퓨터 관련 CAD, 엑셀, 3D관련 자격증이 있으면 업무하는데 큰 도움이 된다. 근무처는 주로 제철, 제강과 같은 제 1차 금속산업에 해당한다.",,,금속재료시험기능사(국가기술)/압연기능사(국가기술)/열처리기능사(국가기술)/,"조사년도:2021년, 임금 하위(25%) 3626만원, 평균(50%) 4144만원, 상위(25%) 4973만원",64,증가(3%) 현상유지(33%) 감소(64%),금속가공제어장치조작원,조작 및 통제(97)/신체적 강인성(92)/기술 설계(87)/작동 점검(86)/고장의 발견.수리(82),상품 제조 및 공정(99)/기계(98)/화학(90)/공학과 기술(86)/안전과 보안(80),"극단적으로 밝거나 부적절한 조명(99)/장비 속도에 보조 맞추기(97)/소음 노출(97)/사물, 도구, 조종 장치를 다루기 위해 손사용(96)/위험한 상태 노출(96)",적응성/융통성(87)/신뢰성(78)/혁신(75)/성취/노력(72)/자기통제(71),탐구형(Investigative)(62)/현실형(Realistic)(45),경제적 보상(41)/고용안정(40)/성취(30)/다양성(20)/지적 추구(18),"기계장비 유지 보수(98)/기계장치 제어(98)/전자장비 유지 보수(95)/장치, 부품, 장비의 도면 작성, 배치, 지정(92)/장비, 건축물, 자재 검사(90)","기계장치 제어(99)/기계장비 유지 보수(98)/전자장비 유지 보수(97)/장비, 건축물, 자재 검사(93)/장치, 부품, 장비의 도면 작성, 배치, 지정(92)"
822101,설치·정비·생산직,판금원 및 제관원,판금원 및 판금기조작원,"철판, 알루미늄, 동, 주석, 아연 또는 함석과 같은 금속판으로 자동차, 항공기, 가구, 보일러 등의 판금부품을 제작하거나 설치·수리한다.","판금원 및 판금기조작원이 되려면 공업계 고등학교의 기계 및 재료관련 학과나 직업전문학교의 산업설비 및 소성가공 관련 학과를 졸업하는 것이 좋다. 전문대학의 용접학과, 컴퓨터응용기계과, 컴퓨터응용금속과, 산업설비과, 산업설비자동화과 등에서 용접이나 판금 등을 배울 수도 있다. 한편, 직업전문학교에는 일반판금, 타출판금, 자동차판금, 제관 등의 훈련과정이 단기과정으로 개설되어 있다. 판금원은 전문대학 이상에서 용접과, 기계과 등을 전공하거나 관련 자격증을 소지하고 있으면 취업과 업무수행에 유리하다.",,,"판금기능사(국가기술)/판금제관산업기사, 기능장(국가기술)/","조사년도:2021년, 임금 하위(25%) 3232만원, 평균(50%) 3729.6만원, 상위(25%) 4172만원",64.5,증가(6%) 현상유지(29%) 감소(63%),판금원 및 판금기조작원,설치(96)/장비 선정(90)/작동 점검(86)/고장의 발견.수리(86)/조작 및 통제(84),기계(95)/운송(87)/상품 제조 및 공정(87)/공학과 기술(81)/고객서비스(70),보호장비 착용(94)/극단적으로 밝거나 부적절한 조명(93)/서서 근무(92)/걷거나 뛰기(92)/몸을 구부리거나 비틀기(92),신뢰성(81)/스트레스 감내성(81)/타인에 대한 배려(74)/자기통제(74)/인내(74),현실형(Realistic)(82)/탐구형(Investigative)(55),심신의 안녕(49)/애국(40)/성취(33)/경제적 보상(31)/지적 추구(25),"기계장비 유지 보수(95)/일반적인 신체활동(94)/기계장치 제어(92)/장치, 부품, 장비의 도면 작성, 배치, 지정(92)/장비, 건축물, 자재 검사(90)","기계장비 유지 보수(93)/장치, 부품, 장비의 도면 작성, 배치, 지정(92)/기계장치 제어(92)/차량, 기계, 장비 작동(91)/장비, 건축물, 자재 검사(89)"
822301,설치·정비·생산직,판금원 및 제관원,제관원 및 제관기조작원,"철판, 형강, 봉재, 강관 등의 재료를 다듬고 조립하여 보일러, 철구조물, 압력용기, 선박 및 각종 해양구조물 등을 제작한다.","제관원 및 제관기조작원이 되려면 공업계 고등학교의 기계 및 재료관련 학과나 직업전문학교의 산업설비 및 소성가공 관련 학과를 졸업하는 것이 좋다. 전문대학의 용접학과, 컴퓨터응용기계과, 컴퓨터응용금속과, 산업설비과, 산업설비자동화과 등에서 용접이나 제관 등을 배울 수도 있다. 한편, 직업전문학교에는 일반판금, 타출판금, 자동차판금, 제관 등의 훈련과정이 단기과정으로 개설되어 있다. 제관원은 전문대학 이상에서 용접과, 기계과 등을 전공하거나 관련 자격증을 소지하고 있으면 취업과 업무수행에 유리하다.",,,"제관기능사(국가기술)/판금제관산업기사, 기능장(국가기술)/","조사년도:2021년, 임금 하위(25%) 3050만원, 평균(50%) 3613만원, 상위(25%) 4000만원",60,증가(3%) 현상유지(30%) 감소(67%),제관원 및 제관기조작원,장비의 유지(92)/신체적 강인성(91)/움직임 통제(90)/작동 점검(86)/조작 및 통제(85),기계(95)/상품 제조 및 공정(93)/공학과 기술(81)/안전과 보안(71)/운송(61),"위험한 장비 노출(98)/보호장비 착용(97)/경미한 화상, 자상, 찔림 등 노출(96)/온몸 진동 노출(95)/매우 춥거나 더운 기온(92)",혁신(35)/리더십(34)/분석적 사고(30)/사회성(29)/타인에 대한 배려(22),관습형(Conventional)(52)/예술형(Artistic)(43),다양성(30)/개인지향(16)/고용안정(14)/애국(14)/지적 추구(13),"물건 조종, 운반(98)/기계장치 제어(98)/일반적인 신체활동(96)/기계장비 유지 보수(94)/장비, 건축물, 자재 검사(94)","기계장치 제어(96)/물건 조종, 운반(94)/기계장비 유지 보수(93)/일반적인 신체활동(90)/장비, 건축물, 자재 검사(87)"
823101,설치·정비·생산직,단조원 및 주조원,단조원 및 단조기조작원,금속재를 일정 온도로 가열하고 두들기거나 압을 가하여 성형한다.,"단조원 및 단조기조작원이 되는 데 특별한 학력 제한은 없으나 공업계 고등학교나 직업전문학교에서 소성가공 관련 학과를 졸업하거나 기계, 재료금속, 금속, 단조 관련 과목을 이수하면 일하는 데 도움이 된다. 대개 입사 후에 사내직업훈련원 등에서 1~2주일의 단기간 향상훈련으로 금속가공, 단조기술 등의 과정을 배울 수 있다.",,,"압연기능사, 기능장(국가기술)/","조사년도:2021년, 임금 하위(25%) 3000만원, 평균(50%) 3500만원, 상위(25%) 3867만원",58.4,증가(0%) 현상유지(20%) 감소(80%),단조원 및 단조기조작원,신체적 강인성(95)/조직체계의 분석 및 평가(82)/고장의 발견.수리(78)/장비의 유지(76)/작동 점검(75),상품 제조 및 공정(98)/기계(96)/공학과 기술(92)/안전과 보안(79)/물리(60),"위험한 장비 노출(99)/소음 노출(97)/보호장비 착용(97)/서서 근무(96)/경미한 화상, 자상, 찔림 등 노출(94)",인내(57)/꼼꼼함(45)/스트레스 감내성(39)/분석적 사고(38)/성취/노력(25),관습형(Conventional)(54)/탐구형(Investigative)(33),개인지향(18)/성취(15)/고용안정(14)/다양성(9)/애국(7),"일반적인 신체활동(83)/기계장치 제어(83)/물건 조종, 운반(79)/기계장비 유지 보수(72)/장치, 부품, 장비의 도면 작성, 배치, 지정(67)","기계장치 제어(82)/일반적인 신체활동(76)/물건 조종, 운반(72)/기계장비 유지 보수(70)/차량, 기계, 장비 작동(60)"
823301,설치·정비·생산직,단조원 및 주조원,주조원 및 주조기조작원,"금속이나 비금속을 가열하여 액상의 금속으로 만들고, 이를 원하는 주형(틀)에 부은 다음 식혀 일정한 형태의 제품을 만든다.","주조원 및 주조기조작원으로 일하려면 고졸 이상의 학력을 소지해야 한다. 또한. 실업계 고등학교나 직업전문학교에서 금속, 재료관련 과목을 전공해서 주조에 대하여 배우면 취업 시 유리하다. 입사한 후에는 사내직업훈련원 등에 단기과정으로 개설된 정밀주조, 금속재료 등에 등록해서 이 분야에 대해 전문적인 훈련을 받을 수 있다.",,,"금속재료산업기사, 기능장, 기술사(국가기술)/열처리기능사(국가기술)/주조기능사, 산업기사, 기능장(국가기술)/","조사년도:2021년, 임금 하위(25%) 3358만원, 평균(50%) 4100만원, 상위(25%) 4631만원",61.4,증가(6%) 현상유지(33%) 감소(60%),주조원 및 주조기조작원,품질관리분석(93)/반응시간과 속도(93)/설치(91)/조작 및 통제(90)/기술 설계(90),상품 제조 및 공정(94)/기계(71)/공학과 기술(60)/화학(44)/식품생산(38),"경미한 화상, 자상, 찔림 등 노출(100)/매우 춥거나 더운 기온(99)/위험한 장비 노출(99)/비좁은 업무 공간(99)/오염물질 노출(96)",스트레스 감내성(54)/꼼꼼함(25)/자기통제(16)/정직성(16)/협조(13),관습형(Conventional)(73)/현실형(Realistic)(50),신체활동(51)/경제적 보상(47)/개인지향(43)/심신의 안녕(38)/다양성(37),"기계장치 제어(98)/기계장비 유지 보수(97)/제품, 사건, 정보의 수치 추정(96)/차량, 기계, 장비 작동(96)/장비, 건축물, 자재 검사(95)","기계장치 제어(97)/제품, 사건, 정보의 수치 추정(96)/기계장비 유지 보수(96)/장비, 건축물, 자재 검사(95)/물건 조종, 운반(94)"
824101,설치·정비·생산직,용접원,용접원 및 용접기조작원,다양한 용접장비 및 기기를 조작하여 금속과 비금속 재료를 필요한 형태로 접합한다.,"일반적으로 직업훈련기관이나 공업계 고등학교에서 용접이론과 기술을 습득하면 용접원으로 일할 수 있다. 또한, 고급 기술을 익히기 위해서는 전문대학의 용접관련 학과에 진학할 수도 있다. 이 외에도 대학의 기계학과나 금속학과, 조선학과 등에서도 용접 이론, 설계, 기술 등을 일정 부분 습득하는 것이 가능하다.",9/15/10/,기계공학과/메카트로닉스(기전)공학과/재료·금속공학과/,"용접기능사, 산업기사, 기사, 기능장, 기술사(국가기술)/특수용접기능사(국가기술)/","조사년도:2021년, 임금 하위(25%) 2901만원, 평균(50%) 3500만원, 상위(25%) 4144만원",60.4,증가(0%) 현상유지(52%) 감소(48%),용접원 및 용접기조작원,설치(97)/장비 선정(92)/고장의 발견.수리(91)/시력(91)/신체적 강인성(89),기계(99)/상품 제조 및 공정(99)/건축 및 설계(97)/공학과 기술(95)/안전과 보안(95),"위험한 상태 노출(98)/온몸 진동 노출(98)/위험한 장비 노출(97)/균형을 유지하기(97)/정확성, 정밀성 유지(95)",인내(74)/책임과 진취성(70)/성취/노력(69)/협조(66)/정직성(64),현실형(Realistic)(97)/진취형(Enterprising)(38),애국(62)/자율(43)/개인지향(43)/성취(36)/심신의 안녕(35),"장치, 부품, 장비의 도면 작성, 배치, 지정(99)/기계장비 유지 보수(99)/기계장치 제어(98)/물건 조종, 운반(97)/일반적인 신체활동(93)","기계장비 유지 보수(99)/기계장치 제어(98)/장치, 부품, 장비의 도면 작성, 배치, 지정(98)/물건 조종, 운반(96)/일반적인 신체활동(91)"
825101,설치·정비·생산직,도장원 및 도금원　,도장원(도장기조작원),"금속부품 및 완제품, 장비의 부식을 방지하고, 외관을 꾸미기 위해 페인트, 에나멜, 락카 등의 코팅하는 기기를 조작하거나 분사하는 기기를 조작한다. ","도장기조작원이 되기 위해서는 특별한 자격이나 학력은 필요하지 않다. 하지만, 일반적으로 직업훈련기관에서 단기 직업훈련과정으로 전기도금, 자동차도장, 금속도장, 건축도장 등을 익혀두면 취업하기에 유리하다. 고급 기술을 익히기 위해서는 전문대학의 표면처리과 또는 대학의 금속재료학과 등에 진학할 수 있다.",,,"건축도장기능사(국가기술)/금속도장기능사(국가기술)/자동차보수도장기능사(국가기술)/표면처리기능사, 산업기사, 기능장, 기술사(국가기술)/","조사년도:2021년, 임금 하위(25%) 3108만원, 평균(50%) 4092.2만원, 상위(25%) 4662만원",57.2,증가(0%) 현상유지(30%) 감소(70%),도장원(도장기조작원),정교한 동작(88)/작동 점검(84)/신체적 강인성(80)/유연성 및 균형(80)/움직임 통제(78),상품 제조 및 공정(92)/화학(81)/기계(78)/공학과 기술(74)/안전과 보안(62),보호장비 착용(98)/오염물질 노출(98)/소음 노출(97)/서서 근무(96)/위험한 상태 노출(94),꼼꼼함(31)/스트레스 감내성(28)/분석적 사고(27)/인내(25)/혁신(23),현실형(Realistic)(56)/예술형(Artistic)(50),지적 추구(34)/개인지향(34)/다양성(28)/경제적 보상(26)/자율(23),"기계장치 제어(92)/물건 조종, 운반(91)/장치, 부품, 장비의 도면 작성, 배치, 지정(85)/기계장비 유지 보수(83)/일반적인 신체활동(83)","기계장치 제어(87)/물건 조종, 운반(85)/장치, 부품, 장비의 도면 작성, 배치, 지정(83)/기계장비 유지 보수(77)/일반적인 신체활동(75)"
825201,설치·정비·생산직,도장원 및 도금원　,도금·금속분무기조작원,"부식과 마모에 저항성을 높이고 장식목적 또는 전기, 자기적 특성을 고르게 하기 위하여 금속제품 또는 부품을 도금하는 기기를  조작한다.","도금 및 금속분무기조작원이 되기 위해서는 특별한 자격이나 학력은 필요하지 않다. 하지만, 일반적으로 직업훈련기관에서 단기 직업훈련과정으로 전기도금, 자동차도장, 금속도장, 건축도장 등을 익혀두면 취업하기에 유리하다. 고급 기술을 익히기 위해서는 전문대학의 표면처리과 또는 대학의 금속재료학과 등에 진학할 수 있다.",,,"표면처리기능사, 산업기사, 기능장, 기술사(국가기술)/","조사년도:2021년, 임금 하위(25%) 3108만원, 평균(50%) 3561.2만원, 상위(25%) 4000만원",61.3,증가(3%) 현상유지(20%) 감소(77%),도금·금속분무기조작원,정교한 동작(81)/조작 및 통제(78)/작동 점검(74)/장비 선정(73)/움직임 통제(71),상품 제조 및 공정(99)/화학(97)/기계(93)/물리(91)/공학과 기술(63),위험한 상태 노출(100)/오염물질 노출(100)/위험한 장비 노출(98)/보호장비 착용(97)/서서 근무(96),꼼꼼함(31)/인내(15)/책임과 진취성(14)/분석적 사고(11)/스트레스 감내성(11),현실형(Realistic)(66)/예술형(Artistic)(14),개인지향(76)/경제적 보상(29)/애국(27)/고용안정(24)/심신의 안녕(22),"물건 조종, 운반(95)/기계장비 유지 보수(91)/기계장치 제어(89)/차량, 기계, 장비 작동(89)/장치, 부품, 장비의 도면 작성, 배치, 지정(88)","기계장치 제어(88)/물건 조종, 운반(87)/기계장비 유지 보수(84)/장치, 부품, 장비의 도면 작성, 배치, 지정(83)/차량, 기계, 장비 작동(83)"
826101,설치·정비·생산직,비금속제품 생산기계 조작원,유리·유리제품생산기계조작원,"각종 형태와 용도의 유리, 유리섬유 및 기타 유리제품, 렌즈, 프리즘을 제조하는 기계를 조작한다.","일반적으로 특별한 학력이나 자격이 필요하지는 않지만 공업계 고등학교나 전문대학에서 기계과에서의 기본적인 교육을 이수하면 보조원에서 숙련공으로 성장할 수 있다. 공업계 고등학교의 도자공예과와 전문대학 및 대학교의 재료공학과, 응용소재학과, 세라믹공학과 등에서 전문적으로 교육을 받을 수 있다. 재료, 요업 등과 관련하여 교육을 받고 업체에 취업하는 방법이 있고, 다른 한편으로는 숙련공의 보조원으로 취업한 후에 경력과 기능을 쌓아 전문가로 성장하는 방법도 있다. 요즘은 자동제어 등을 위하여 컴퓨터 조작 등에 익숙해야 하므로 전문대 등에서 이를 포함한 전문적인 지식을 습득하면 취업에 유리하다. 유리제조 및 가공기조작원은 현장부서에서 실무경험을 쌓아서 일정기간이 지나면 작업현장의 작업반장이나 주임으로 성장이 가능하고, 컴퓨터조작과 제어장치조작이 가능하면 제어장치조작원을 겸할 수 있으며 중간관리자로 성장할 수 있다. 일반 기계조작 직무를 수행하고 어느 정도 경험이 쌓이면 제어장치조작의 업무를 담당하게 된다.",,,,"조사년도:2021년, 임금 하위(25%) 3108만원, 평균(50%) 3626만원, 상위(25%) 4000만원",60.6,증가(3%) 현상유지(40%) 감소(57%),유리·유리제품생산기계조작원,움직임 통제(79)/신체적 강인성(74)/장비의 유지(72)/정교한 동작(71)/작동 점검(70),상품 제조 및 공정(93)/기계(88)/안전과 보안(77)/화학(54)/식품생산(53),"위험한 장비 노출(100)/장비 속도에 보조 맞추기(99)/경미한 화상, 자상, 찔림 등 노출(99)/소음 노출(99)/보호장비 착용(97)",꼼꼼함(31)/분석적 사고(20)/정직성(12)/혁신(10)/스트레스 감내성(9),예술형(Artistic)(27)/현실형(Realistic)(25),성취(70)/고용안정(66)/자율(54)/경제적 보상(44)/심신의 안녕(38),"기계장치 제어(78)/장비, 건축물, 자재 검사(76)/전자장비 유지 보수(73)/기계장비 유지 보수(72)/물건 조종, 운반(51)","기계장치 제어(83)/장비, 건축물, 자재 검사(77)/전자장비 유지 보수(75)/기계장비 유지 보수(72)/일반적인 신체활동(55)"
826401,설치·정비·생산직,비금속제품 생산기계 조작원,광석·석제품생산기계조작원,"석재를 절단·성형 가공하여 건물 및 기념비용 석제품, 포장용 판석, 가구 및 장치물, 조상, 병, 그릇 및 용기 등을 제조하는 기기를 조작한다.","일반적으로 특별한 학력이나 자격이 필요하지는 않지만 공업계 고등학교나 전문대학에서 관련분야를 전공하면 업무수행에 도움을 받을 수 있다. 되는 방법은 보통 공업계 고등학교나 전문대학 등에서 재료, 요업 등과 관련하여 교육을 받고 업체에 취업하는 방법이 있고, 다른 한편으로는 숙련공의 보조원으로 취업한 후에 경력과 기능을 쌓아 전문가로 성장하는 방법이 있다. 광석 및 석제품가공기조작원은 현장부서에서 실무경험을 쌓아서 일정기간이 지나면 작업현장의 작업반장이나 주임으로 성장이 가능하고, 컴퓨터조작과 제어장치조작이 가능하면 제어장치조작원을 겸할 수 있으며 중간관리자로 성장할 수 있다. 또한 일반 기계조작 직무를 수행하고 어느 정도 경험이 쌓이면 제어장치조작의 업무를 담당하게 된다.",,,연삭기능사(국가기술)/,"조사년도:2021년, 임금 하위(25%) 3316만원, 평균(50%) 3922.4만원, 상위(25%) 4284만원",55.8,증가(3%) 현상유지(37%) 감소(60%),광석·석제품생산기계조작원,신체적 강인성(97)/정교한 동작(95)/조작 및 통제(94)/움직임 통제(94)/장비의 유지(91),상품 제조 및 공정(94)/기계(85)/건축 및 설계(78)/디자인(74)/공학과 기술(71),"온몸 진동 노출(100)/위험한 장비 노출(100)/오염물질 노출(99)/경미한 화상, 자상, 찔림 등 노출(96)/매우 춥거나 더운 기온(95)",꼼꼼함(67)/인내(38)/스트레스 감내성(35)/정직성(24)/책임과 진취성(21),현실형(Realistic)(69)/예술형(Artistic)(67),개인지향(49)/경제적 보상(29)/다양성(28)/지적 추구(25)/인정(23),"기계장치 제어(81)/기계장비 유지 보수(70)/차량, 기계, 장비 작동(62)/장치, 부품, 장비의 도면 작성, 배치, 지정(59)/물건 조종, 운반(54)","기계장치 제어(83)/기계장비 유지 보수(69)/차량, 기계, 장비 작동(52)/장치, 부품, 장비의 도면 작성, 배치, 지정(51)/전자장비 유지 보수(45)"
